Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
15480,5700,31855,8915,2,247,15,44,1,3,3,1,1,4661
15481,6504,31928,8920,8,309,0,27,0,3,0,11,1,9860
15482,6515,31929,8910,0,190,3,54,1,1,1,18,0,-1
15483,5699,31930,8904,24,307,16,29,0,5,3,10,0,-1
15484,7360,31931,8913,9,512,8,63,0,2,0,12,0,-1
15485,6500,31932,8905,5,526,11,13,1,1,3,8,0,-1
15486,7352,31933,10210,18,150,6,32,1,1,1,17,1,15620
15487,5700,31934,8908,2,296,15,49,1,4,3,19,0,-1
15488,5694,31935,8922,13,547,4,73,1,1,1,16,0,-1
15489,7353,31936,8912,7,505,9,32,0,3,1,16,1,3081
15490,6500,31937,8910,2,293,14,14,0,2,1,7,0,-1
15491,8181,31938,8923,4,271,14,57,0,3,1,11,1,9791
15492,7352,31939,8918,13,407,1,51,0,4,3,9,0,-1
15493,6514,31940,8911,28,486,1,21,0,4,3,3,1,3051
15494,7355,31941,10218,2,380,18,19,1,5,2,19,1,13528
15495,6512,31942,10220,24,502,3,20,0,6,1,16,0,-1
15496,8182,31943,8917,5,210,0,78,0,1,0,9,0,-1
15497,6512,31944,10213,8,481,16,41,1,6,3,3,0,-1
15498,6508,31945,10214,12,118,19,77,1,0,1,2,1,12541
15499,7356,31946,10211,1,480,12,36,1,3,1,15,1,1544
15500,8182,31947,10217,15,238,11,63,0,5,3,18,0,-1
15501,8183,31948,10215,12,252,14,13,0,6,1,14,0,-1
15502,7352,31949,10212,13,115,14,76,0,2,1,9,1,14051
15503,6516,31950,10231,8,435,11,52,0,1,3,18,0,-1
15504,7351,31951,10225,5,356,16,37,0,6,3,7,0,-1
15505,8185,32024,10216,1,343,20,23,1,1,3,3,0,-1
15506,8182,32025,10230,19,392,0,15,0,5,0,2,1,3120
15507,7358,32026,10226,4,194,17,61,1,6,1,7,1,9262
15508,8188,32027,10222,24,479,1,48,0,5,3,10,1,15626
15509,6508,32028,10223,2,425,1,21,1,1,3,17,1,5669
15510,6506,32029,10229,5,291,14,58,0,6,1,17,1,6135
15511,7354,32030,10219,21,474,7,16,0,1,1,4,1,981
15512,7353,32031,10227,16,198,6,69,0,6,1,8,0,-1
15513,6514,32032,11548,1,387,12,79,0,4,1,15,1,13063
15514,8184,32033,10221,12,150,19,63,0,0,1,2,1,5712
15515,8188,32034,11542,1,498,2,13,1,2,1,11,0,-1
15516,6513,32035,10232,0,210,11,11,0,1,3,1,0,-1
15517,8189,32036,10224,4,209,16,62,1,1,3,7,1,8566
15518,8178,32037,11545,8,114,13,59,0,4,1,9,0,-1
15519,6511,32038,11549,17,177,9,51,1,5,1,1,1,15094
15520,7359,32039,11543,2,429,2,48,0,3,1,1,0,-1
15521,8179,32040,10228,18,492,2,45,0,3,1,14,1,2247
15522,8177,32041,11541,16,300,19,40,0,4,1,5,0,-1
15523,7357,32042,11541,4,258,19,32,1,0,1,13,0,-1
15524,8178,32043,11544,3,347,20,52,0,5,3,17,0,-1
15525,7362,32044,11551,18,566,20,58,0,6,3,7,1,8729
15526,8190,32045,11546,4,531,0,42,0,6,0,13,1,13613
15527,8183,32046,11552,8,133,13,47,0,4,1,17,0,-1
15528,7349,32047,11550,17,361,20,71,1,4,3,15,0,-1
15529,9015,32120,11554,5,319,9,22,0,1,1,9,1,11417
15530,9014,32121,11560,17,353,13,78,1,6,1,8,0,-1
15531,8178,32122,11563,1,264,15,45,0,4,3,6,0,-1
15532,9029,32123,11558,9,190,5,71,0,4,3,3,0,-1
15533,9029,32124,11559,21,352,20,14,0,4,3,9,0,-1
15534,8187,32125,11547,8,435,17,75,1,2,1,19,0,-1
15535,9016,32126,11555,17,114,13,47,0,0,1,16,0,-1
15536,9022,32127,12860,0,441,18,45,0,2,2,3,1,11937
15537,8185,32128,12858,1,231,9,66,0,3,1,16,1,10321
15538,9023,32129,11553,18,412,4,23,1,0,1,10,1,12501
15539,8180,32130,12865,1,536,6,61,0,1,1,13,1,1628
15540,9017,32131,12864,21,134,12,16,0,3,1,7,1,1540
15541,8179,32132,11557,5,446,7,35,0,3,1,5,1,14636
15542,9899,32133,12861,3,310,2,36,0,2,1,17,0,-1
15543,9904,32134,11556,22,179,5,58,1,4,3,12,0,-1
15544,9902,32135,11561,9,116,7,54,0,0,1,6,0,-1
15545,8181,32136,11562,8,232,4,33,1,0,1,16,0,-1
15546,9906,32137,12867,12,376,6,57,0,2,1,4,0,-1
15547,7361,32138,11564,1,128,2,62,0,3,1,4,0,-1
15548,9903,32139,12859,24,121,9,24,0,3,1,3,0,-1
15549,9897,32140,12862,3,592,12,37,0,2,1,17,1,3579
15550,8180,32141,12872,1,176,16,36,0,6,3,2,0,-1
15551,8184,32142,12856,10,559,4,12,0,3,1,19,1,1632
15552,8186,32143,12857,21,496,18,72,0,2,2,11,0,-1
15553,9018,32216,12863,18,492,4,52,0,4,1,10,0,-1
15554,9896,32217,12873,22,195,19,61,0,5,1,11,1,4652
15555,9017,32218,12869,0,106,17,77,1,4,1,15,1,8770
15556,8188,32219,14154,8,242,12,34,0,2,1,12,1,5173
15557,9017,32220,14159,24,364,15,73,0,4,3,1,0,-1
15558,9024,32221,14153,5,168,2,10,0,3,1,15,0,-1
15559,10734,32222,14157,17,341,13,20,0,1,1,4,1,7239
15560,8181,32223,12866,2,452,3,60,0,1,1,13,1,13058
15561,8186,32224,12870,5,129,10,17,0,6,1,7,0,-1
15562,9021,32225,12868,13,591,14,61,0,5,1,3,0,-1
15563,8190,32226,14161,23,157,10,18,0,5,1,17,0,-1
15564,9028,32227,12871,5,185,1,47,0,2,3,19,1,15990
15565,9017,32228,14165,15,509,7,19,1,3,1,3,1,13009
15566,9020,32229,14166,17,495,0,31,1,6,0,8,0,-1
15567,9904,32230,12874,4,587,15,23,0,4,3,4,1,10443
15568,9028,32231,14155,6,532,11,69,0,6,3,18,0,-1
15569,9027,32232,12875,4,448,3,41,0,2,1,2,0,-1
15570,8190,32233,14163,10,282,7,32,0,4,1,1,0,-1
15571,9895,32234,14156,13,258,4,10,1,6,1,14,0,-1
15572,10739,32235,14160,4,104,20,25,0,3,3,7,0,-1
15573,9022,32236,14172,5,423,12,40,0,6,1,2,1,7775
15574,10746,32237,14162,18,249,15,41,0,0,3,16,1,8950
15575,9018,32238,14158,15,352,18,65,0,6,2,13,0,-1
15576,9905,32239,14164,18,561,9,74,0,1,1,6,0,-1
15577,9904,32312,14167,2,172,6,61,1,0,1,8,1,5168
15578,9898,32313,14176,18,447,15,54,0,5,3,19,0,-1
15579,9019,32314,14168,13,134,11,16,1,5,3,4,0,-1
15580,11579,32315,14171,14,234,7,59,0,1,1,3,0,-1
15581,9902,32316,14170,12,234,20,13,0,6,3,8,0,-1
15582,10748,32317,14177,5,366,3,76,0,0,1,7,0,-1
15583,9910,32318,15459,17,185,4,78,1,4,1,14,0,-1
15584,10736,32319,14173,0,369,1,34,0,4,3,1,0,-1
15585,11584,32320,14182,5,360,2,78,1,5,1,2,1,6670
15586,11581,32321,14169,20,576,17,45,0,6,1,16,0,-1
15587,9025,32322,14184,21,507,18,64,0,0,2,1,1,986
15588,9907,32323,15457,5,581,6,19,1,1,1,9,1,12023
15589,10737,32324,14174,8,322,10,50,0,5,1,10,1,4431
15590,9026,32325,14179,16,555,1,35,1,0,3,16,0,-1
15591,9910,32326,14181,17,495,7,22,1,2,1,15,0,-1
15592,10736,32327,14175,9,576,1,70,0,4,3,8,0,-1
15593,9900,32328,14178,13,318,8,70,0,1,0,7,0,-1
15594,10737,32329,15461,21,179,14,64,1,5,1,9,0,-1
15595,11583,32330,15463,11,500,3,65,1,3,1,18,1,4654
15596,9909,32331,15456,4,530,1,44,1,5,3,8,0,-1
15597,9908,32332,14180,8,171,18,59,1,1,2,15,0,-1
15598,11588,32333,15473,4,592,8,25,0,3,0,2,1,2608
15599,9905,32334,14183,21,507,4,12,0,4,1,2,0,-1
15600,10741,32335,15465,21,109,20,36,0,3,3,11,1,3121
15601,11583,32408,15474,3,373,3,73,0,2,1,5,0,-1
15602,10735,32409,15460,20,583,17,10,0,6,1,1,0,-1
15603,10737,32410,15466,14,258,20,31,0,6,3,13,1,508
15604,10739,32411,15458,7,360,7,32,0,6,1,5,1,3582
15605,9901,32412,15467,4,356,5,44,0,0,3,4,0,-1
15606,10739,32413,15462,2,368,9,36,1,4,1,16,0,-1
15607,11582,32414,16786,24,564,18,40,0,1,2,9,1,2046
15608,11591,32415,15468,2,277,7,67,0,0,1,16,1,15669
15609,10742,32416,15471,16,431,2,67,0,6,1,10,1,9481
15610,11580,32417,15464,27,157,8,25,0,5,0,14,1,5666
15611,12400,32418,16790,10,177,11,22,0,2,3,6,1,14675
15612,12398,32419,16782,4,339,3,50,1,5,1,13,1,10404
15613,10736,32420,15470,2,196,1,30,1,3,3,15,0,-1
15614,11590,32421,16795,13,549,19,38,0,3,1,13,0,-1
15615,11583,32422,16785,21,546,9,62,1,4,1,11,1,10403
15616,11585,32423,15469,3,450,11,56,1,4,3,15,1,4695
15617,10738,32424,16784,17,324,3,49,1,5,1,16,0,-1
15618,12404,32425,16788,22,339,20,58,1,4,3,11,1,1057
15619,12401,32426,16791,4,196,17,56,0,5,1,14,1,5668
15620,10744,32427,15472,18,123,9,31,0,1,1,15,1,14679
15621,10746,32428,16789,2,455,19,34,0,4,1,12,1,2610
15622,10743,32429,16794,12,167,17,56,1,6,1,2,0,-1
15623,10745,32430,16783,10,590,18,63,0,2,2,2,1,4660
15624,12397,32431,16799,28,250,17,20,0,1,1,13,1,548
15625,10747,32504,16800,5,376,10,13,0,5,1,10,0,-1
15626,10745,32505,16787,1,392,3,71,1,4,1,9,0,-1
15627,10740,32506,16792,2,434,10,18,1,0,1,16,0,-1
15628,10745,32507,16802,17,463,4,37,0,4,1,7,1,13572
15629,11592,32508,16797,9,583,1,72,1,6,3,14,0,-1
15630,11583,32509,18096,8,118,10,73,0,6,1,17,1,4069
15631,11582,32510,18097,17,420,18,54,0,6,2,10,0,-1
15632,12408,32511,18099,15,560,2,58,0,3,1,3,1,4186
15633,11582,32512,16793,7,362,7,13,0,2,1,3,1,13007
15634,11590,32513,16796,10,471,0,42,0,3,0,16,1,5673
15635,11588,32514,18100,5,278,1,11,0,4,3,8,0,-1
15636,12404,32515,16803,2,480,11,30,0,4,3,15,0,-1
15637,11587,32516,16798,14,326,19,21,1,6,1,16,1,12020
15638,13249,32517,16806,2,234,10,19,0,5,1,18,0,-1
15639,12396,32518,16801,17,418,8,74,0,3,0,4,1,3579
15640,13251,32519,18103,13,195,7,70,1,3,1,6,0,-1
15641,11586,32520,16805,4,220,17,14,0,6,1,19,0,-1
15642,12410,32521,18095,17,258,18,44,0,2,2,17,1,4106
15643,12395,32522,18102,28,102,12,47,1,5,1,11,0,-1
15644,12401,32523,18094,17,128,8,27,0,0,0,5,1,13059
15645,13253,32524,16804,2,262,15,76,0,4,3,12,1,3158
15646,13247,32525,18107,20,358,18,48,0,0,2,1,0,-1
15647,13255,32526,18110,8,475,18,34,0,0,2,18,1,9260
15648,12410,32527,18106,5,485,6,47,1,5,1,5,0,-1
15649,13253,32600,18098,5,468,15,71,0,0,3,2,0,-1
15650,12409,32601,18108,10,345,13,68,1,5,1,8,1,15173
15651,12402,32602,18115,17,236,11,67,1,5,3,8,0,-1
15652,11590,32603,18114,5,457,3,17,1,4,1,15,1,4698
15653,12404,32604,18101,26,528,14,14,1,2,1,13,1,12500
15654,12406,32605,18104,18,284,11,47,0,6,3,12,0,-1
15655,13255,32606,18105,5,432,19,79,0,6,1,7,0,-1
15656,12405,32607,18111,7,526,3,48,1,2,1,12,1,1590
15657,12394,32608,19417,8,313,4,63,1,3,1,9,1,4651
15658,14089,32609,18112,17,233,15,33,1,1,3,18,0,-1
15659,12399,32610,18104,13,397,11,68,0,2,3,6,0,-1
15660,12396,32611,18113,8,199,16,44,0,3,3,4,1,4965
15661,13259,32612,19412,8,544,9,76,0,1,1,13,0,-1
15662,12398,32613,19424,17,345,3,24,1,0,1,10,1,14127
15663,11589,32614,19421,4,275,9,22,0,3,1,14,0,-1
15664,12410,32615,18109,7,492,7,78,1,3,1,15,1,2133
15665,13256,32616,19418,19,357,13,79,1,6,1,1,0,-1
15666,14088,32617,19420,5,378,16,73,0,2,3,18,0,-1
15667,11592,32618,19414,1,341,14,45,1,4,1,8,0,-1
15668,13260,32619,19422,13,101,12,25,1,1,1,9,0,-1
15669,12403,32620,19415,8,197,9,18,0,1,1,14,0,-1
15670,12402,32621,19413,17,340,12,32,1,1,1,17,1,10947
15671,13248,32622,19416,2,416,5,67,0,5,3,13,0,-1
15672,14088,32623,19426,1,112,15,31,0,5,3,19,0,-1
15673,12407,32696,19419,8,163,18,11,0,3,2,9,0,-1
15674,12406,32697,19425,7,253,5,69,0,6,3,18,0,-1
15675,13258,32698,19427,5,114,8,17,0,5,0,5,1,3050
15676,13253,32699,19428,17,170,6,50,1,4,1,1,0,-1
15677,13253,32700,19432,21,113,3,60,1,0,1,10,0,-1
15678,14097,32701,20712,9,543,10,43,1,2,1,8,1,4833
15679,13254,32702,19423,4,498,4,60,0,0,1,18,1,13060
15680,14087,32703,20709,24,200,11,15,0,4,3,8,1,5748
15681,14096,32704,19429,8,247,12,42,0,3,1,15,1,986
15682,12410,32705,19431,2,101,8,42,0,6,0,16,0,-1
15683,13252,32706,20711,8,519,17,70,0,6,1,17,1,5668
15684,14099,32707,19433,5,411,5,65,0,4,3,9,1,7744
15685,13255,32708,20719,21,483,17,38,1,3,1,19,0,-1
15686,13250,32709,19430,6,566,1,15,1,1,3,11,0,-1
15687,13260,32710,20714,19,292,11,72,1,5,3,12,0,-1
15688,12408,32711,20710,5,226,11,53,0,6,3,11,1,13102
15689,13248,32712,20720,13,274,12,37,0,4,1,4,0,-1
15690,13257,32713,19434,20,418,16,49,0,0,3,2,0,-1
15691,13259,32714,20724,0,124,0,12,0,5,0,3,1,8265
15692,13250,32715,20715,13,305,3,77,0,0,1,2,1,11418
15693,14090,32716,19435,4,107,7,68,0,2,1,19,0,-1
15694,13247,32717,20723,17,328,12,75,0,0,1,13,1,6667
15695,13251,32718,20726,24,194,17,57,0,5,1,1,0,-1
15696,14922,32719,20730,5,466,2,40,0,5,1,13,0,-1
15697,14098,32792,20721,4,246,10,47,0,5,1,3,1,14797
15698,14086,32793,20713,5,253,7,76,0,3,1,10,1,15127
15699,14921,32794,22022,14,177,19,48,1,0,1,2,0,-1
15700,14094,32795,22024,2,291,19,14,1,6,1,11,0,-1
15701,15776,32796,20728,0,462,8,69,0,5,0,16,1,14081
15702,14089,32797,20717,8,397,13,46,0,2,1,14,1,6671
15703,15776,32798,20716,5,126,4,49,1,0,1,14,1,10912
15704,14091,32799,20718,18,171,1,53,0,1,3,15,0,-1
15705,14920,32800,20725,2,228,6,70,0,5,1,6,1,13095
15706,14928,32801,22023,18,131,13,75,0,4,1,7,1,8264
15707,13255,32802,20731,2,483,10,35,1,3,1,5,1,12469
15708,14085,32803,20722,2,469,9,41,1,1,1,16,1,15580
15709,15778,32804,22028,17,156,6,34,1,5,1,6,1,2124
15710,13256,32805,22025,2,218,6,77,0,5,1,11,1,985
15711,14095,32806,20727,13,317,6,21,1,2,1,3,1,512
15712,14087,32807,22034,28,167,8,39,0,3,0,9,0,-1
15713,14925,32808,22032,4,508,0,64,0,3,0,9,1,13013
15714,14927,32809,22029,11,541,6,77,0,6,1,2,0,-1
15715,15785,32810,20729,16,334,7,62,1,2,1,4,1,6675
15716,14089,32811,22035,17,325,17,78,1,6,1,6,1,15091
15717,15780,32812,22027,4,395,3,15,0,4,1,17,1,14674
15718,14930,32813,22038,5,381,15,12,1,0,3,19,0,-1
15719,15782,32814,22043,5,171,10,45,0,2,1,7,0,-1
15720,14927,32815,22042,16,153,18,21,0,1,2,14,0,-1
15721,14929,32888,22026,0,105,7,78,1,0,1,5,0,-1
15722,14923,32889,22047,18,587,19,10,1,4,1,13,1,2575
15723,15789,32890,22030,2,405,19,17,0,2,1,1,0,-1
15724,15775,32891,22041,24,341,12,73,1,3,1,12,0,-1
15725,14092,32892,22031,28,185,19,41,1,3,1,4,0,-1
15726,14096,32893,23333,25,346,3,17,0,5,1,18,1,4659
15727,14090,32894,22039,17,463,14,17,0,5,1,19,1,4099
15728,16613,32895,22046,5,132,11,78,0,0,3,1,1,7732
15729,14093,32896,22036,13,466,18,60,0,5,2,8,0,-1
15730,15779,32897,22037,13,363,11,26,1,1,3,12,0,-1
15731,14926,32898,22033,21,249,15,52,0,2,3,7,1,4142
15732,15791,32899,22040,4,313,14,43,0,4,1,4,1,7744
15733,15788,32900,23340,8,225,20,11,0,1,3,15,0,-1
15734,15774,32901,23344,4,461,16,30,0,2,3,4,1,1973
15735,15781,32902,23342,5,217,16,30,0,1,3,4,0,-1
15736,15786,32903,22045,1,152,17,41,1,4,1,4,1,7817
15737,15782,32904,22044,5,285,7,35,0,5,1,3,1,5232
15738,15777,32905,23336,0,337,2,17,0,4,1,17,1,12664
15739,16620,32906,23341,17,234,7,66,0,3,1,11,1,1543
15740,14924,32907,23338,2,403,3,75,1,2,1,15,0,-1
15741,15778,32908,23337,4,520,11,76,0,2,3,14,1,13097
15742,16618,32909,23350,2,261,19,62,0,3,1,14,0,-1
15743,15778,32910,23334,12,163,17,56,0,5,1,17,0,-1
15744,15790,32911,23335,2,598,5,64,0,0,3,16,1,2132
15745,15779,32984,23346,2,235,14,63,0,6,1,19,0,-1
15746,16620,32985,23345,2,587,11,13,1,4,3,5,1,4657
15747,16615,32986,23339,15,271,13,35,0,4,1,19,1,13607
15748,15782,32987,23343,4,152,2,23,1,4,1,10,1,6330
15749,16625,32988,23348,0,123,6,25,0,3,1,19,0,-1
15750,16613,32989,23347,14,192,13,39,0,3,1,9,0,-1
15751,14927,32990,24624,2,572,20,44,0,5,3,5,1,5752
15752,15774,32991,24627,15,243,11,51,0,1,3,19,0,-1
15753,15787,32992,24630,1,268,3,46,1,2,1,10,0,-1
15754,15784,32993,24629,5,570,12,26,1,1,1,6,0,-1
15755,17443,32994,24626,13,459,2,46,1,4,1,4,1,7863
15756,15780,32995,24634,25,527,0,56,0,4,0,4,1,1541
15757,17443,32996,24633,25,233,15,36,0,1,3,2,0,-1
15758,15791,32997,24628,2,491,2,58,0,6,1,11,1,13065
15759,17440,32998,24640,12,141,14,51,0,3,1,1,1,4653
15760,15790,32999,23349,10,574,17,26,0,2,1,10,0,-1
15761,17444,33000,24646,20,405,9,38,0,1,1,14,0,-1
15762,15777,33001,24639,5,271,16,15,0,4,3,16,0,-1
15763,16625,33002,24641,12,329,4,24,1,0,1,18,0,-1
15764,15777,33003,24642,26,378,6,44,0,1,1,8,0,-1
15765,15778,33004,24647,5,261,20,60,0,3,3,14,0,-1
15766,15786,33005,24625,12,500,0,77,1,5,0,2,0,-1
15767,17442,33006,24638,23,583,8,22,0,2,0,12,1,9299
15768,15791,33007,24636,17,293,2,49,1,3,1,7,1,8952
15769,17440,33080,24644,2,278,5,78,0,5,3,8,1,4653
15770,16623,33081,24632,10,280,16,49,0,6,3,9,1,12750
15771,16613,33082,24650,5,120,14,12,0,0,1,7,0,-1
15772,17445,33083,24631,4,235,20,66,0,1,3,10,0,-1
15773,16619,33084,24648,8,435,17,26,0,6,1,15,1,7810
15774,17443,33085,24635,17,171,11,47,0,4,3,2,1,5200
15775,16613,33086,24637,1,569,1,25,0,6,3,13,0,-1
15776,16624,33087,24649,14,366,12,77,1,1,1,10,0,-1
15777,16616,33088,24645,8,344,18,15,0,6,2,13,1,979
15778,18288,33089,25960,21,449,18,14,0,1,2,6,0,-1
15779,16619,33090,24653,24,150,6,38,0,5,1,10,1,8292
15780,15783,33091,24655,1,124,10,27,0,5,1,10,1,13275
15781,16621,33092,25965,22,206,1,49,0,6,3,14,0,-1
15782,15784,33093,25968,8,233,9,63,0,2,1,8,1,13061
15783,18286,33094,24643,12,456,18,63,0,1,2,10,1,10368
15784,17452,33095,24654,5,421,0,79,1,3,0,17,1,7744
15785,16613,33096,25964,4,572,19,17,1,4,1,12,1,1537
15786,18283,33097,24652,26,285,7,10,1,0,1,8,0,-1
15787,17440,33098,24651,8,483,8,71,1,3,0,6,1,3045
15788,17449,33099,25972,5,188,2,28,0,1,1,10,0,-1
15789,16614,33100,25976,9,373,17,45,1,5,1,4,1,14586
15790,18284,33101,25970,2,313,0,45,1,1,0,16,0,-1
15791,16622,33102,25962,14,342,10,41,0,2,1,15,0,-1
15792,16617,33103,25961,15,586,20,40,0,6,3,17,1,12538
15793,18283,33176,25973,13,418,9,65,0,3,1,3,1,9824
15794,16614,33177,25963,5,266,15,39,0,0,3,11,1,13750
15795,17439,33178,25969,18,582,8,49,1,0,0,13,1,13605
15796,18295,33179,25980,22,509,7,70,0,3,1,14,0,-1
15797,16625,33180,27248,5,124,20,30,0,4,3,5,1,516
15798,17452,33181,25977,9,545,1,16,0,0,3,16,1,6679
15799,17452,33182,25967,8,536,4,39,0,1,1,3,1,10374
15800,16618,33183,25966,21,529,9,71,0,3,1,17,1,10914
15801,18285,33184,25979,17,149,11,41,1,5,3,18,0,-1
15802,18297,33185,25975,17,590,14,29,1,5,1,8,0,-1
15803,18282,33186,25982,17,314,3,52,0,3,1,13,1,10366
15804,19102,33187,27247,5,554,14,61,0,4,1,5,1,5166
15805,18289,33188,25971,25,484,16,58,0,2,3,12,1,7479
15806,18298,33189,27254,2,576,4,64,0,5,1,9,0,-1
15807,18286,33190,25978,18,165,3,63,0,5,1,2,1,4694
15808,18287,33191,25974,5,358,10,55,0,0,1,9,0,-1
15809,16626,33192,25983,10,145,15,50,0,5,3,16,1,15222
15810,17446,33193,27246,8,545,0,68,0,0,0,11,0,-1
15811,19107,33194,25981,13,229,9,44,0,1,1,3,0,-1
15812,16625,33195,27249,15,561,12,28,1,5,1,18,0,-1
15813,18295,33196,27251,8,231,19,29,0,3,1,2,1,1545
15814,16625,33197,27250,14,538,3,59,1,1,1,11,0,-1
15815,18299,33198,27263,4,572,7,59,0,6,1,1,1,988
15816,18284,33199,27252,2,559,8,59,1,6,0,18,1,11458
15817,18293,33272,27262,5,268,16,21,0,5,3,10,0,-1
15818,17440,33273,27259,18,140,3,24,0,6,1,15,0,-1
15819,18291,33274,27265,13,120,8,26,0,0,0,13,0,-1
15820,17441,33275,27255,8,523,19,26,0,2,1,12,1,4655
15821,18292,33276,27256,15,137,0,31,0,1,0,6,1,5170
15822,17447,33277,28569,2,308,3,69,0,1,1,8,1,7815
15823,19115,33278,27260,5,371,14,21,0,0,1,11,1,4104
15824,19972,33279,27264,1,399,8,33,1,1,0,12,1,507
15825,19110,33280,28573,10,586,3,44,0,0,1,12,1,7740
15826,18291,33281,27258,21,505,9,57,1,2,1,18,0,-1
15827,17450,33282,27253,5,205,18,43,0,3,2,4,1,8265
15828,18293,33283,28576,20,152,9,32,0,0,1,10,0,-1
15829,17451,33284,28571,8,498,0,60,0,0,0,4,1,15134
15830,19108,33285,27266,17,279,11,49,1,0,3,4,0,-1
15831,19101,33286,27257,10,335,7,31,1,5,1,4,1,5704
15832,17448,33287,28578,14,465,10,39,0,5,1,2,0,-1
15833,19116,33288,28572,21,438,10,60,0,6,1,11,0,-1
15834,19109,33289,28577,3,401,12,16,0,3,1,2,1,15665
15835,17452,33290,28586,5,469,18,24,1,6,2,14,1,9307
15836,18294,33291,27261,8,579,9,15,0,1,1,7,0,-1
15837,19969,33292,28570,1,109,15,38,1,5,3,3,1,4135
15838,19977,33293,28574,0,124,16,42,0,5,3,8,1,1505
15839,19114,33294,28589,17,225,10,73,0,5,1,18,1,1254
15840,19103,33295,28579,25,292,4,25,0,4,1,12,0,-1
15841,18290,33368,28588,2,510,5,59,1,5,3,1,0,-1
15842,18290,33369,28590,5,183,11,65,0,6,3,5,0,-1
15843,18296,33370,28575,13,147,8,11,0,5,0,2,1,14083
15844,19106,33371,28582,10,553,4,72,0,5,1,9,1,9300
15845,19973,33372,28581,11,538,10,76,0,4,1,10,1,1936
15846,19971,33373,28584,24,458,17,36,0,3,1,17,0,-1
15847,20797,33374,28587,12,172,9,25,1,6,1,3,0,-1
15848,18294,33375,28580,19,560,2,54,0,3,1,4,1,4313
15849,18289,33376,29907,5,288,7,55,1,5,1,11,1,3048
15850,19975,33377,28583,9,284,0,38,0,2,0,8,1,6758
15851,19111,33378,29913,13,425,14,52,1,6,1,4,0,-1
15852,19113,33379,29914,15,416,14,56,0,4,1,5,1,7742
15853,19975,33380,28588,8,218,17,65,0,0,1,2,1,6758
15854,19105,33381,29911,5,509,4,47,0,4,1,6,0,-1
15855,19978,33382,28585,13,145,8,32,1,1,0,2,0,-1
15856,19971,33383,29908,17,126,14,32,0,2,1,10,0,-1
15857,20798,33384,29916,5,281,4,20,0,2,1,14,1,5197
15858,19976,33385,29912,9,450,1,66,0,5,3,7,1,6253
15859,19974,33386,29925,17,540,1,72,0,2,3,7,0,-1
15860,20802,33387,29915,17,118,11,68,1,6,3,9,1,509
15861,19105,33388,29926,2,278,18,28,0,4,2,17,0,-1
15862,19104,33389,29921,17,410,16,22,0,6,3,13,1,14437
15863,19971,33390,29910,5,310,5,55,1,0,3,10,1,7283
15864,19112,33391,29920,5,518,3,77,0,2,1,5,1,8774
15865,20806,33464,29930,2,411,2,13,0,1,1,15,1,10537
15866,19114,33465,29909,5,378,9,73,0,2,1,17,1,8335
15867,21628,33466,29927,5,466,16,32,0,4,3,9,0,-1
15868,19970,33467,29923,22,549,12,43,1,2,1,17,1,3579
15869,21627,33468,29929,15,142,5,78,1,0,3,7,1,7808
15870,20806,33469,29918,24,598,6,44,0,0,1,4,1,1022
15871,20808,33470,31192,21,155,6,17,0,1,1,3,0,-1
15872,21630,33471,29928,5,257,18,20,0,0,2,3,0,-1
15873,21631,33472,31194,18,413,7,25,1,4,1,18,0,-1
15874,21634,33473,31196,18,554,5,66,1,4,3,4,1,15982
15875,19978,33474,29917,8,373,13,48,0,5,1,7,0,-1
15876,19977,33475,29919,2,184,20,57,0,3,3,4,0,-1
15877,19981,33476,29924,2,173,1,25,0,0,3,16,0,-1
15878,19979,33477,29931,1,450,15,59,1,2,3,13,1,8298
15879,20805,33478,31200,1,450,1,25,0,3,3,14,0,-1
15880,20800,33479,29922,8,323,1,32,0,4,3,18,1,9826
15881,19115,33480,31197,1,575,12,70,1,1,1,7,1,1634
15882,19968,33481,29933,17,505,1,17,0,5,3,6,0,-1
15883,20807,33482,29932,4,331,6,76,0,1,1,5,0,-1
15884,21643,33483,31201,9,279,2,74,0,0,1,16,0,-1
15885,20809,33484,31193,1,151,20,35,0,4,3,13,1,3086
15886,19973,33485,31202,13,402,6,20,1,3,1,3,1,2532
15887,21644,33486,31204,1,586,13,59,0,0,1,19,0,-1
15888,19981,33487,31210,2,545,19,13,0,1,1,10,0,-1
15889,21642,33560,31206,4,112,17,73,1,3,1,4,1,2534
15890,20804,33561,31203,4,264,1,53,1,2,3,18,1,8262
15891,21629,33562,31195,21,133,3,59,0,1,1,19,1,1014
15892,19981,33563,31205,17,481,13,78,1,0,1,5,0,-1
15893,19977,33564,31198,19,367,2,44,0,5,1,18,0,-1
15894,20809,33565,31213,2,225,7,36,1,6,1,18,0,-1
15895,20804,33566,31199,17,253,5,26,0,1,3,6,0,-1
15896,20803,33567,32469,12,358,11,18,1,4,3,17,1,6674
15897,21641,33568,32473,4,298,3,72,0,4,1,17,0,-1
15898,21638,33569,31208,21,455,9,37,0,1,1,19,0,-1
15899,21635,33570,31211,17,375,17,30,1,1,1,10,0,-1
15900,20799,33571,31207,2,561,18,75,0,0,2,9,1,7203
